speed_kmh,accel_mps2,brake_%,gear,rpm,throttle_%,road_grade_%,idling_time_s,fuel_rate_Lph,E_desired_kmpl,E_actual_kmpl,delta_control,driver_score
72.41785382528082,-1.0177420957308327,,5.0,600.0,42.71629129327731,-0.25815145246280496,0.0,2.711540463590374,17.972446023371685,13.210420025932251,4.762025997439434,100.0
56.543392470720384,-0.4582491945804793,42.52234632600608,4.0,888.0875806350784,41.852774126800064,-5.311876277716967,0.0,5.87697259835253,18.178539363412366,15.78000363859437,2.3985357248179966,100.0
76.19221345251731,-0.8960715915677143,16.095303239459987,5.0,600.0,31.67349320237273,-4.148467279998507,0.0,5.879120654669152,16.528244593634632,20.229458720076067,-3.7012141264414353,100.0
98.07574641020064,0.16562707041917935,20.31101548395062,5.0,756.17081078388,49.67183661264207,-1.4030328840144803,0.0,1.637807945370866,17.648536852147547,16.17272120534497,1.4758156468025767,
54.1461656319166,,11.851323330310272,4.0,600.0,49.160241136661654,-6.341080315250517,0.0,3.304500650479026,18.182673567132447,15.880680861933175,2.3019927051992717,98.5820932133659
54.146576076270485,,2.058563802356225,4.0,600.0,,-3.4173095103669735,0.0,4.083712800919099,19.72652820503018,,1.782790652255514,98.4435155486552
99.48032038768478,1.5012307466526211,0.3152001986274977,5.0,795.8030829114518,57.65691120712897,-4.79528970745406,0.0,1.6908487202282156,17.960446260824202,13.790812700050685,4.1696335607735175,90.18686077044893
79.18586822882273,-1.1725081085203315,19.99940083736843,5.0,613.4776675049917,25.70818307868994,-1.3147470677995607,0.0,3.477443132214369,18.348610558341196,15.957290266476923,2.3913202918642735,95.81086714741865
48.2631403516262,-1.2714408187453263,5.04728670907756,4.0,678.9691499196898,16.829467143102015,,0.0,4.907518115396993,19.474545077346402,19.003671885135795,0.4708731922106075,100.0
73.56400108964911,1.22789192751482,3.063415847672062,5.0,673.3514206798203,49.30420764085139,0.4779270114184088,0.0,8.672106671846496,,17.005987630959545,-0.2675533769256191,100.0
48.41455767968844,1.382904567011425,8.24789977907065,4.0,600.0,47.61959715581809,3.4178693774249305,0.0,4.7704805056277975,17.446112940193846,14.505505261788349,2.940607678405497,98.2190888132695
48.35675616074358,1.2771149051439814,5.462775533388996,4.0,600.0,61.09478652609915,-0.9704607431727009,0.0,6.264498113999592,18.928163150065792,19.05673154277694,-0.1285683927111485,100.0
66.04905678915085,,10.545934769973735,4.0,739.1066183690094,11.249382803220874,-6.009639357649697,,3.8873508195614423,20.769783811743256,14.915310779064816,5.85447303267844,95.62236550967133
12.167993883555056,-0.6989264671080762,6.612478826291767,2.0,600.0,7.6310705057191015,-8.193349511236871,0.0,,16.42460924271939,18.94226290889817,-2.517653666178777,100.0
16.87705418717418,1.234482888004982,11.947922100408967,2.0,600.0,30.700846279632145,0.6492712379019937,0.0,2.0833684022631487,17.850237768959936,18.04212608079023,-0.19188831183029365,100.0
45.94281176897568,0.06231276084584191,19.202062300213896,4.0,,30.248671007266648,-2.661998127713717,0.0,,,18.950917705320904,-0.18961007325453139,100.0
34.67922199163941,-1.6105392692961962,2.1760518013941628,3.0,600.0,0.0,-0.6294455554555373,0.0,2.596180966366168,18.87253563144285,18.241544808080825,0.6309908233620263,100.0
67.85618331488185,0.6874769086881626,3.9963147771410954,4.0,641.2248655338783,44.42460552255365,,0.0,4.676252450205864,20.180203933114342,17.50290666590761,2.6772972672067326,100.0
37.29939811196972,-1.0722108884872057,5.741481495401549,3.0,600.0,11.579226655614846,5.772708055326165,,,17.066212332557015,16.795847268273494,0.2703650642835207,100.0
