delta_control,accel_mps2,E_actual_kmpl,brake_%,accel_rolling_std,speed_rolling_std,throttle_rolling_std,speed_rolling_mean,E_desired_kmpl,jerk_mps3,speed_brake_interaction,throttle_%,brake_rolling_std,brake_rolling_mean,road_grade_%,fuel_per_distance,fuel_rate_Lph,rpm_speed_ratio,jerk_abs,throttle_grade_interaction,speed_kmh,rpm_per_gear,rpm,aggressive_events_10s,harsh_brake_count_10s,driver_score
4.762025997439434,-1.0177420957308327,13.210420025932253,42.52234632600608,0.3956212244291496,11.22493927149347,0.6105988440870549,72.41785382528082,17.972446023371685,,3079.377060544675,42.71629129327731,0.0,42.52234632600608,-0.2581514524628049,0.037391350137351835,2.711540463590374,8.172399065598878,,-11.027272641183805,72.41785382528082,100.0,600.0,1.0,1.0,100.0
2.3985357248179966,-0.4582491945804793,15.78000363859437,42.52234632600608,0.3956212244291496,11.22493927149347,0.6105988440870549,64.4806231480006,18.17853936341237,0.5594929011503534,2404.357717087257,41.852774126800064,0.0,42.52234632600608,-5.311876277716967,0.10375389506181862,5.87697259835253,15.43335459561167,0.5594929011503534,-222.3167580407957,56.543392470720384,177.61751612701568,888.0875806350784,2.0,2.0,100.0
-3.7012141264414353,-0.8960715915677143,20.229458720076067,16.095303239459987,0.2942573899736404,10.426892153368364,6.141482064774717,68.3844865828395,16.528244593634632,-0.437822396987235,1226.3367800039287,31.67349320237273,15.257660439903225,33.713331963824054,-4.148467279998507,0.07706055950687805,5.879120654669152,7.77280470612588,0.437822396987235,-131.3964501932984,76.19221345251731,100.0,600.0,2.0,2.0,100.0
2.301992705199272,0.6108282958303266,15.880680861933175,11.851323330310272,0.7408013645560663,11.097860117789478,7.228512575865355,64.82490634510879,18.182673567132447,1.506899887398041,641.7037160003774,49.16024113666165,16.57360321231374,28.247829805445605,-6.341080315250517,0.06091675995869411,3.304500650479026,10.880176221222927,1.506899887398041,-311.7290373646539,54.1461656319166,120.0,600.0,2.0,2.0,98.5820932133659
1.782790652255514,1.0560295212414739,14.83574678099193,2.058563802356225,0.9270359101735848,10.732065125668699,8.26238593811708,62.689240291341115,19.72652820503018,0.44520122541114726,111.46418153213797,53.408576171895305,18.52535487745179,23.009976604827727,-3.417309510366973,0.07528056324103136,4.083712800919099,10.88009524236228,0.44520122541114726,-182.51363528737673,54.146576076270485,120.0,600.0,2.0,2.0,98.4435155486552
4.1696335607735175,1.5012307466526211,13.790812700050685,0.3152001986274977,1.0120510390747663,19.83161063505024,10.251713134024774,68.10173360382191,17.960446260824202,0.44520122541114726,31.356216745725355,57.65691120712897,16.961624041420638,14.568547379352015,-4.79528970745406,0.01697974774177695,1.6908487202282156,7.919989504820371,0.44520122541114726,-276.4815928751382,99.48032038768478,132.63384715190864,795.8030829114518,2.0,2.0,90.18686077044892
2.391320291864273,-1.1725081085203315,15.957290266476925,19.99940083736843,1.1914213071929358,19.104302986930037,14.027197257859532,72.63022875544239,18.3486105583412,-2.6737388551729526,1583.6699193632635,25.70818307868994,8.62278144692385,10.063958281624483,-1.3147470677995607,0.04385955795020501,3.477443132214369,7.650695578357257,2.6737388551729526,-33.79975832116188,79.18586822882273,102.24627791749862,613.4776675049917,2.0,2.0,95.81086714741863
0.4708731922106075,-1.2714408187453263,19.003671885135795,5.04728670907756,1.2872902439732898,21.708052698871384,18.131938791751065,67.04441413526416,19.4745450773464,-0.09893271022499484,243.59790683510778,16.829467143102015,8.08992548391097,7.854354975547997,-0.41841002819057593,0.10147227991641322,4.907518115396993,13.782498335944528,0.09893271022499484,-7.0416178217776855,48.2631403516262,135.79382998393797,678.9691499196898,2.0,2.0,100.0
-0.2675533769256191,1.22789192751482,17.005987630959545,3.063415847672062,1.3700531439424917,20.52856510290523,18.149130837811608,70.92798122681066,18.460329008770124,2.499332746260146,225.35712675619592,49.30420764085139,7.958006274411456,6.096773479020355,0.4779270114184088,0.11772516485077346,8.672106671846496,9.030516212109415,2.499332746260146,23.56381260814478,73.56400108964911,112.22523677997005,673.3514206798203,2.0,2.0,100.0
2.940607678405497,1.382904567011425,14.505505261788349,8.24789977907065,1.423786970517404,21.81946043525517,17.290618230418595,69.78157754749425,17.446112940193846,0.15501263949660515,399.3184195901056,47.61959715581809,7.64817112867224,7.33464067436324,3.4178693774249305,0.09833090795394495,4.7704805056277975,12.142170813088677,0.15501263949660515,162.75756288418197,48.41455767968844,120.0,600.0,2.0,2.0,98.2190888132695
